LINK	A375	A549	ASC	HA1E	HCC515	HEPG2	MCF7	NPC	PC3	VCAP
PYGL_ILK	0	0	0	0	1	0	0	0	0	0
PYGL_KLHL21	0	0	0	0	0	1	0	0	0	0
PYGL_MRPS2	0	0	0	0	0	1	0	0	0	0
PYGL_NSDHL	0	1	0	0	0	0	0	0	1	0
PYGL_PIK3C2B	0	0	0	0	0	1	0	1	0	0
PYGL_PSMD10	0	0	0	0	0	0	0	1	0	0
PYGL_RGS2	0	0	0	0	0	0	0	1	0	0
PYGL_TEX10	0	0	0	0	1	0	0	0	0	0
PYGL_WRB	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_ABCF3	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_ACAT2	1	0	0	0	0	0	0	0	0	1
RAB11FIP2_ACOT9	1	1	0	1	0	1	0	1	0	0
RAB11FIP2_ADO	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_AKR7A2	0	0	0	0	0	0	0	1	0	0
RAB11FIP2_AMDHD2	1	1	0	0	1	0	0	0	0	0
RAB11FIP2_ANKRD10	0	0	0	0	0	0	0	0	0	1
RAB11FIP2_BLMH	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_CCNB2	1	0	0	0	0	1	0	1	0	0
RAB11FIP2_CCND3	0	0	0	0	0	0	0	0	1	0
RAB11FIP2_CDC25A	0	1	0	0	0	0	0	0	0	0
RAB11FIP2_CERK	0	0	0	0	0	0	0	0	0	1
RAB11FIP2_CLTC	0	1	0	0	0	0	0	0	0	0
RAB11FIP2_CSRP1	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_DDIT4	0	0	0	0	0	1	0	0	0	0
RAB11FIP2_DYRK3	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_EAPP	0	0	0	0	0	0	0	0	0	1
RAB11FIP2_EDEM1	0	0	0	0	0	0	0	1	0	0
RAB11FIP2_ELAC2	1	1	1	0	1	1	0	1	1	1
RAB11FIP2_ENOPH1	1	0	0	0	0	0	0	0	0	0
RAB11FIP2_ENOSF1	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_FHL2	1	0	0	0	0	0	0	0	0	0
RAB11FIP2_HMGCS1	0	0	0	0	1	0	0	0	0	0
RAB11FIP2_ICAM3	0	0	0	0	0	0	0	0	0	1
RAB11FIP2_JMJD6	0	0	0	0	0	0	0	0	0	1
RAB11FIP2_KAT6A	1	0	0	0	0	0	0	0	0	0
RAB11FIP2_KIAA0196	0	0	0	0	0	0	0	1	0	0
RAB11FIP2_KIF2C	0	1	0	0	1	1	0	0	0	0
RAB11FIP2_KIF5C	1	0	1	0	0	1	0	0	0	0
RAB11FIP2_KIT	0	0	0	0	0	0	0	0	0	1
RAB11FIP2_LAGE3	0	0	0	0	0	0	0	0	0	1
RAB11FIP2_MACF1	0	1	0	0	0	0	0	0	0	0
RAB11FIP2_MAP3K4	1	1	0	0	0	0	0	0	0	0
RAB11FIP2_MBOAT7	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_MELK	0	1	0	0	1	0	0	0	0	0
RAB11FIP2_METRN	1	0	0	0	0	0	0	0	0	0
RAB11FIP2_MRPS16	0	0	0	0	0	0	0	0	1	0
RAB11FIP2_MTA1	0	1	0	0	0	0	0	0	0	0
RAB11FIP2_MTFR1	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_NCOA3	0	0	0	0	0	0	0	0	0	1
RAB11FIP2_P4HA2	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_PAFAH1B3	0	0	0	0	0	0	0	0	1	0
RAB11FIP2_PDLIM1	0	0	0	0	1	0	0	0	0	0
RAB11FIP2_PEX11A	0	0	0	0	0	0	0	0	1	0
RAB11FIP2_PKIG	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_PLA2G4A	0	0	0	0	0	0	0	0	1	0
RAB11FIP2_PRKACA	1	0	0	0	0	0	0	0	0	0
RAB11FIP2_RAD51C	0	0	0	0	0	0	0	0	0	1
RAB11FIP2_RPP38	0	1	0	0	0	0	0	0	0	0
RAB11FIP2_RPS5	0	1	0	0	0	0	0	0	1	0
RAB11FIP2_SCCPDH	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_SLC37A4	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_SOCS2	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_STAT3	0	0	0	0	0	0	0	0	1	0
RAB11FIP2_TBX2	0	0	0	0	0	0	0	0	1	0
RAB11FIP2_TIMELESS	0	0	0	0	1	0	0	0	0	0
RAB11FIP2_TIMM9	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_TP53	1	0	0	0	0	0	0	0	0	0
RAB11FIP2_TSEN2	0	1	0	1	0	0	0	0	0	0
RAB11FIP2_TSPAN3	0	1	0	0	0	0	0	0	0	0
RAB11FIP2_TXNL4B	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_VAPB	0	0	1	0	0	0	0	0	0	0
RAB11FIP2_VGLL4	0	0	0	0	0	0	0	0	1	0
RAB11FIP2_VPS72	0	0	0	0	1	0	0	0	0	0
RAB11FIP2_ZNF451	0	0	1	0	0	0	0	0	0	0
RAB21_ADO	0	0	0	0	0	0	1	0	0	0
RAB21_ANKRD10	0	0	0	0	0	0	1	0	0	0
RAB21_BECN1	0	0	0	0	0	1	0	1	0	0
RAB21_BLVRA	0	0	0	0	0	0	1	0	0	0
RAB21_CDKN2A	0	0	0	0	0	0	0	0	0	1
RAB21_CERK	0	0	1	0	0	0	0	0	0	0
RAB21_EGR1	0	0	0	1	0	0	0	0	0	0
RAB21_EPN2	0	0	0	1	0	0	0	0	0	0
RAB21_GNAI2	0	0	0	0	0	1	0	0	0	0
RAB21_HSPA1A	0	0	0	0	0	0	0	0	1	1
RAB21_PDIA5	0	0	1	0	1	0	1	0	1	1
RAB21_PIH1D1	0	0	0	0	0	1	0	1	0	0
RAB21_PPOX	0	0	0	0	0	1	0	0	0	0
RAB21_PTPN6	0	0	0	0	0	0	0	0	1	0
RAB21_SOCS2	0	0	0	0	0	0	1	0	0	0
RAB21_TNIP1	0	0	0	0	0	0	1	0	0	0
RAB21_TXLNA	0	0	0	0	0	0	1	0	0	0
RAB27A_BAG3	0	0	0	0	0	0	0	1	0	0
RAB27A_BCL7B	0	0	0	0	0	1	0	0	0	0
RAB27A_CBR3	0	0	0	0	1	0	0	0	0	0
RAB27A_CCND1	0	0	0	1	0	0	0	0	0	0
RAB27A_CSNK1A1	1	0	0	0	0	0	0	0	0	0
RAB27A_HIST2H2BE	0	0	0	1	0	0	0	0	0	0
RAB27A_KLHL21	1	0	0	0	0	0	0	0	0	0
RAB27A_NNT	1	0	0	0	0	0	0	0	0	0
RAB27A_PHGDH	0	0	0	0	0	1	0	0	0	0
RAB27A_PRKAG2	0	0	0	1	0	0	0	0	0	0
RAB27A_PRSS23	0	1	0	0	0	0	0	0	0	0
RAB27A_PSIP1	0	0	0	1	1	1	0	1	0	0
RAB27A_PSMD10	0	0	0	0	0	0	0	1	0	0
RAB27A_PTPRF	0	0	0	1	0	0	0	0	0	0
RAB27A_RUVBL1	0	1	0	0	0	0	0	0	0	0
RAB27A_TSPAN4	0	1	0	0	0	0	0	0	0	0
RAB27A_UFM1	0	0	0	0	0	0	0	1	0	0
RAB27A_ZNF586	0	1	0	0	0	0	0	0	0	0
RAB4A_BCL2	0	0	0	0	0	0	0	0	0	1
RAB4A_BLMH	0	0	0	1	0	0	0	0	0	0
RAB4A_BNIP3	0	0	0	0	0	0	0	0	0	1
RAB4A_CAB39	0	0	1	0	0	0	0	0	0	0
RAB4A_CCNB1	1	0	0	0	0	0	0	0	0	0
RAB4A_CD44	0	0	0	0	0	0	0	0	0	1
RAB4A_EAPP	1	0	0	1	0	0	0	0	0	0
RAB4A_EGF	0	0	0	1	0	0	0	0	0	0
RAB4A_EIF4G1	0	0	0	0	0	0	0	0	0	1
RAB4A_FAH	0	0	0	0	0	0	0	0	0	1
RAB4A_GADD45B	0	0	1	0	0	0	0	0	0	0
RAB4A_GNA15	0	0	0	0	0	0	0	0	1	0
RAB4A_GTF2A2	1	0	0	0	0	0	0	0	0	0
RAB4A_HIST2H2BE	0	0	1	0	0	0	0	0	0	0
RAB4A_INPP1	1	0	0	0	0	0	0	0	0	0
RAB4A_KIAA0196	1	0	0	0	0	0	0	0	0	0
RAB4A_LYN	0	1	0	0	0	0	0	0	0	0
RAB4A_MBNL1	0	0	0	0	0	1	0	0	0	0
RAB4A_MTFR1	0	0	1	0	0	0	0	0	0	0
RAB4A_PGM1	1	0	0	1	0	0	0	0	0	0
RAB4A_PLOD3	0	0	0	0	0	0	0	0	0	1
RAB4A_PMAIP1	0	0	0	0	0	1	0	0	0	0
RAB4A_PTPN1	0	0	1	0	0	0	0	0	0	0
RAB4A_PTPN12	0	0	1	0	0	0	0	0	0	0
RAB4A_RALA	1	0	0	0	0	0	0	0	0	0
RAB4A_RPA2	0	0	0	0	0	0	0	0	0	1
RAB4A_RRS1	0	0	0	0	1	0	0	0	0	0
RAB4A_SLC5A6	0	1	0	0	0	1	0	1	0	0
RAB4A_STX4	1	1	1	1	0	1	0	1	1	0
RAB4A_STXBP1	0	0	0	0	0	0	0	0	0	1
RAB4A_SUPV3L1	0	0	0	0	1	0	0	0	0	0
RAB4A_SUV39H1	1	0	0	0	0	0	0	0	1	0
RAB4A_TCTN1	0	0	0	0	0	0	0	0	0	1
RAB4A_TMEM97	0	0	0	0	0	0	0	0	1	0
RAB4A_TOMM34	0	1	1	0	0	0	0	0	0	0
RAB4A_TXNDC9	1	0	0	0	0	0	0	0	0	0
RAB4A_ZFP36	0	0	1	0	0	0	0	0	0	0
RAB4A_ZNF274	0	0	0	0	0	0	0	0	0	1
RAD51C_AGL	0	0	0	0	0	0	0	0	0	1
RAD51C_ATF6	0	0	0	1	0	0	0	0	0	0
RAD51C_ATP6V1D	0	0	1	0	0	0	0	0	0	0
RAD51C_CCDC85B	0	0	1	0	0	0	0	0	0	0
RAD51C_CCDC86	0	0	0	0	0	1	0	0	0	0
RAD51C_CDKN1A	0	0	0	0	1	0	0	0	0	0
RAD51C_CENPE	0	0	0	0	0	0	0	0	1	0
RAD51C_CGRRF1	0	0	1	0	0	0	0	0	0	0
RAD51C_CHAC1	0	0	0	0	0	0	0	0	0	1
RAD51C_CTTN	1	0	0	0	0	0	0	0	0	0
RAD51C_CXCR4	0	0	1	1	0	0	0	0	0	0
RAD51C_DCUN1D4	0	0	0	0	0	0	0	0	0	1
RAD51C_DMTF1	0	1	0	0	0	0	0	0	0	0
RAD51C_DNTTIP2	0	0	1	1	0	0	0	1	0	0
RAD51C_ENOPH1	0	1	0	0	0	0	0	0	0	0
RAD51C_ENOSF1	1	0	0	0	0	0	0	0	0	0
RAD51C_EPRS	1	1	1	1	1	1	0	1	0	1
RAD51C_FAM63A	0	0	0	0	1	0	0	0	0	0
RAD51C_FAS	1	0	0	0	1	1	0	1	0	1
RAD51C_FUT1	0	0	0	0	0	0	0	1	0	0
RAD51C_GABPB1	0	0	0	0	0	0	0	1	0	0
RAD51C_GNA11	0	0	0	0	0	0	0	1	0	0
RAD51C_HIF1A	0	0	0	0	0	0	0	0	0	1
RAD51C_ICAM1	0	0	0	0	0	0	0	0	0	1
RAD51C_ICAM3	0	0	0	0	0	0	0	0	0	1
RAD51C_IL4R	0	0	0	0	1	0	0	0	0	0
RAD51C_KCTD5	0	0	0	0	0	0	0	0	0	1
RAD51C_KDM5B	0	1	0	0	1	0	0	0	0	0
RAD51C_MACF1	0	0	0	0	0	1	0	0	0	0
RAD51C_MAP4K4	0	0	0	0	0	0	0	0	0	1
RAD51C_MAPK9	0	0	0	0	0	0	0	0	1	0
RAD51C_MBTPS1	0	0	0	0	0	0	0	0	1	0
RAD51C_MELK	1	0	0	0	0	0	0	0	0	0
RAD51C_NFIL3	0	0	0	0	0	0	0	1	0	0
RAD51C_NFKB2	0	0	0	0	0	0	0	0	0	1
RAD51C_PARP1	0	0	0	0	1	0	0	0	0	0
RAD51C_PDIA5	0	0	0	1	0	0	0	0	0	0
RAD51C_PHKA1	0	0	1	0	0	0	0	0	0	0
RAD51C_POLG2	0	0	0	0	0	0	0	0	1	0
RAD51C_PPIE	0	0	0	0	0	0	0	0	0	1
RAD51C_PPP2R3C	0	0	1	0	0	0	0	0	0	0
RAD51C_PRR15L	0	0	1	0	0	0	0	0	0	0
RAD51C_PSMG1	0	0	0	0	1	0	0	0	0	0
RAD51C_PSRC1	0	0	0	1	0	0	0	0	0	0
RAD51C_PTPRK	0	0	0	0	0	0	0	0	0	1
RAD51C_RNPS1	0	0	0	0	1	0	0	0	0	1
RAD51C_SIRT3	0	0	0	1	0	0	0	0	0	0
RAD51C_SOX2	1	0	0	1	1	0	0	0	1	1
RAD51C_TES	1	0	0	0	0	0	0	0	0	0
RAD51C_TIAM1	0	0	0	0	1	0	0	0	0	0
RAD51C_TIPARP	0	0	0	0	1	0	0	0	0	0
RAD51C_TLR4	1	0	0	0	0	0	0	0	0	0
RAD51C_TM9SF2	0	0	0	0	0	0	0	0	0	1
RAD51C_TOR1A	0	0	0	0	0	0	0	0	0	1
RAD51C_TRIB3	0	0	0	0	0	1	0	0	0	0
RAD51C_TRIM2	0	1	0	0	0	0	0	0	0	0
RAD51C_UTP14A	0	1	0	1	1	0	0	0	0	0
RAD51C_ZFP36	0	0	0	0	0	1	0	1	0	0
RAD51C_ZNF131	0	0	0	0	0	1	0	0	0	0
RAD9A_AKAP8	0	0	0	0	0	0	1	0	0	0
RAD9A_ARNT2	0	0	0	0	0	0	1	0	0	0
RAD9A_ATP2C1	0	1	0	0	0	0	0	0	0	0
RAD9A_B3GNT1	0	0	0	0	0	0	1	0	0	0
RAD9A_BECN1	0	0	0	0	0	0	0	1	0	0
RAD9A_CPSF4	0	0	0	0	0	0	1	0	0	0
RAD9A_DDIT4	0	0	0	0	0	0	1	0	0	0
RAD9A_DDR1	0	1	0	0	0	0	0	0	0	0
RAD9A_FBXO7	0	0	0	0	0	0	1	0	0	0
RAD9A_LYRM1	0	0	0	0	0	0	0	1	0	0
RAD9A_MAN2B1	0	0	0	0	0	0	0	0	0	1
RAD9A_MAPK13	0	0	0	0	0	0	0	0	0	1
RAD9A_MOK	0	0	0	0	0	0	0	0	0	1
RAD9A_NCOA3	0	1	0	0	0	0	0	0	0	0
RAD9A_PIGB	0	0	0	0	0	0	1	0	0	0
RAD9A_RAB27A	0	0	0	0	0	0	1	0	0	0
RAD9A_ST6GALNAC2	0	0	0	0	0	0	0	1	0	0
RAD9A_STXBP1	0	0	0	0	0	0	1	0	0	0
RAD9A_TNFRSF21	0	0	0	1	0	0	0	0	0	0
RAE1_ADI1	0	0	1	0	0	0	0	0	0	0
RAE1_AURKA	0	0	0	0	0	0	0	0	0	1
RAE1_B3GNT1	0	0	1	0	0	0	0	0	0	0
RAE1_BZW2	0	1	0	0	1	0	0	0	0	0
RAE1_CASK	0	0	0	0	0	0	0	0	0	1
RAE1_CAT	0	0	0	0	0	0	0	0	0	1
RAE1_CPSF4	1	0	0	0	0	1	0	0	0	0
RAE1_CRELD2	0	0	0	0	0	0	0	0	0	1
RAE1_DNMT3A	1	0	0	0	0	0	0	0	0	0
RAE1_EPN2	0	0	1	0	0	0	0	0	0	0
RAE1_ETS1	0	0	0	1	0	0	0	0	0	0
RAE1_EVL	0	0	1	0	0	0	0	0	0	0
RAE1_FDFT1	1	1	1	1	1	1	0	1	0	1
RAE1_FZD7	1	0	0	1	1	0	0	0	1	1
RAE1_GFOD1	0	0	0	0	1	0	0	0	0	0
RAE1_GOLT1B	1	0	1	0	0	1	0	0	0	0
RAE1_GRN	0	0	1	0	0	0	0	0	0	0
RAE1_HK1	0	0	1	0	0	0	0	0	0	0
RAE1_HPRT1	0	0	0	0	0	0	0	0	0	1
RAE1_KIF20A	0	0	1	0	0	0	0	0	0	0
RAE1_LSM6	0	0	0	0	0	0	0	1	0	0
RAE1_MAPKAPK2	0	0	0	0	0	0	0	0	0	1
RAE1_PIH1D1	0	0	1	0	0	0	0	0	0	0
RAE1_PIK3C2B	0	0	0	1	0	1	0	1	0	0
RAE1_PIP4K2B	0	0	0	1	0	0	0	0	0	0
RAE1_PRKACA	0	0	1	0	0	0	0	0	0	0
RAE1_PTPN12	0	0	0	0	0	0	0	1	0	0
RAE1_RAE1	0	0	1	0	0	1	0	1	0	0
RAE1_SENP6	0	0	0	0	0	1	0	0	0	0
RAE1_SYNGR3	0	0	1	0	0	0	0	0	0	0
RAE1_TRAP1	0	0	1	0	0	0	0	0	0	0
RAE1_TSPAN3	0	0	1	0	1	1	0	1	0	0
RAE1_TXLNA	0	0	1	0	0	0	0	0	0	0
RAE1_XPNPEP1	0	0	1	0	0	1	0	1	0	1
RAI14_AKT1	0	0	0	0	1	0	0	0	0	0
RAI14_BUB1B	0	0	1	0	0	0	0	0	0	0
RAI14_CENPE	0	0	0	0	0	0	0	0	1	0
RAI14_CTTN	0	0	0	0	0	1	0	0	0	1
RAI14_FBXO21	0	1	0	0	0	0	0	0	0	0
RAI14_FUT1	0	0	0	0	1	0	0	0	0	0
RAI14_GTF2E2	0	0	0	0	1	0	0	0	0	0
RAI14_KEAP1	0	0	0	0	0	0	0	1	0	0
RAI14_LRP10	0	0	0	0	0	0	0	1	0	0
RAI14_MTHFD2	0	0	0	0	0	0	0	1	0	0
RAI14_NFKBIA	1	0	0	0	0	0	0	0	0	0
RAI14_NSDHL	0	0	1	0	0	0	0	0	0	0
RAI14_PAX8	0	1	0	0	0	0	0	0	0	0
RAI14_PDHX	1	0	0	0	0	0	0	0	0	0
RAI14_PRCP	0	0	0	0	0	0	0	0	1	0
RAI14_RRP8	0	0	1	0	0	0	0	0	0	0
RAI14_S100A4	0	0	0	0	1	0	0	0	0	0
RAI14_SLC25A46	0	0	1	0	0	0	0	0	0	0
RAI14_SOX2	1	0	0	0	0	0	0	0	0	0
RAI14_SPR	0	0	0	0	0	0	0	0	1	0
RAI14_SPTAN1	0	0	0	0	0	0	0	0	1	0
RAI14_TBPL1	0	0	0	0	0	1	0	1	0	0
RAI14_TCTA	0	0	0	0	1	0	0	0	0	0
RAI14_TMCO1	0	1	0	0	0	0	0	0	0	0
RAI14_TP53BP2	0	0	0	0	1	0	0	0	0	0
RAI14_TPM1	0	0	0	0	0	0	0	1	0	0
RAI14_WFS1	0	0	0	0	0	0	0	1	0	0
RALA_ADH5	0	1	0	1	0	0	0	0	0	0
RALA_AKR7A2	0	0	0	0	1	0	0	0	0	0
RALA_CCNF	0	0	0	0	1	0	0	0	0	1
RALA_CXCR4	1	0	0	0	0	0	0	0	0	0
RALA_EGFR	0	0	0	0	0	0	0	0	0	1
RALA_FDFT1	0	0	0	1	0	0	0	0	0	0
RALA_FHL2	0	0	0	0	0	0	0	0	0	1
RALA_HIST2H2BE	0	0	0	1	0	0	0	0	0	0
RALA_HSPA1A	0	0	0	0	1	0	0	0	0	0
RALA_HSPA4	0	0	0	1	0	0	0	0	0	0
RALA_IGFBP3	0	0	0	1	0	0	0	0	0	0
RALA_MAP4K4	1	0	0	0	0	0	0	0	0	0
RALA_PAK1	0	0	0	1	0	0	0	0	0	0
RALA_PPOX	0	0	0	0	0	0	0	0	0	1
RALA_PRUNE	0	0	0	0	0	0	0	0	0	1
RALA_RAD9A	0	0	0	0	1	0	0	0	0	0
RALA_RALGDS	0	0	0	1	0	0	0	0	0	0
RALA_RB1	1	1	0	0	0	0	0	0	0	0
RALA_SKP1	1	0	0	1	0	0	0	0	0	0
RALA_SLC25A4	0	0	0	0	0	0	0	0	0	1
RALA_SRC	1	0	0	0	0	0	0	0	0	0
RALA_SUPV3L1	0	0	0	0	0	0	0	0	0	1
RALA_TSC22D3	0	0	0	0	0	0	0	0	0	1
RALA_TXNL4B	1	0	0	1	0	0	0	0	0	0
RALA_VPS72	0	0	0	0	0	0	0	0	0	1
RALB_ACAT2	1	0	0	0	0	0	0	0	0	0
RALB_ATP5S	1	0	0	0	0	0	0	0	0	0
RALB_B3GNT1	1	1	0	1	0	0	0	0	0	1
RALB_BLCAP	0	0	0	1	0	0	0	0	0	0
RALB_C5	0	0	0	1	0	0	0	0	0	0
RALB_CAT	0	0	0	1	0	0	0	0	0	0
RALB_CDK2	1	0	0	0	0	0	0	0	0	0
RALB_CDK6	0	0	0	1	0	0	0	0	0	0
RALB_DPH2	0	0	0	1	0	0	0	0	0	0
RALB_DUSP14	0	0	0	1	0	0	0	0	0	0
RALB_DYNLT3	1	0	0	0	0	0	0	0	0	0
RALB_FBXO11	0	0	0	0	0	0	0	0	0	1
RALB_FYN	0	0	0	0	0	0	0	0	0	1
RALB_HIF1A	0	0	0	0	0	0	0	0	0	1
RALB_MRPS16	0	0	0	1	0	0	0	0	0	0
RALB_MYCBP2	0	0	0	1	0	0	0	0	0	0
RALB_NRIP1	0	0	0	0	0	0	0	0	0	1
RALB_RUVBL1	0	0	0	1	0	0	0	0	0	0
RALB_SCRN1	0	0	0	1	0	0	0	0	0	0
RALB_SHB	0	0	0	0	0	0	0	0	0	1
RALB_SPP1	0	1	0	0	0	0	0	0	0	1
RALB_ST3GAL5	0	0	0	1	0	0	0	0	0	0
RALB_TESK1	0	0	0	0	0	0	0	0	0	1
RALB_TRIM2	0	0	0	1	0	0	0	0	0	0
RALB_UBE3B	1	0	0	1	0	0	0	0	0	1
RALGDS_APPBP2	0	1	0	0	0	0	0	0	0	0
RALGDS_CBLB	0	1	0	0	0	0	0	0	0	0
RALGDS_CEP57	0	1	0	0	0	0	0	0	0	0
RALGDS_CHEK2	0	1	0	0	0	0	0	0	0	0
RALGDS_CREG1	0	1	0	0	0	0	0	0	0	0
RALGDS_DRAP1	0	1	0	0	0	0	0	0	0	0
RALGDS_EPHA3	0	0	0	0	0	0	0	0	1	0
RALGDS_EPRS	0	1	0	0	0	0	0	0	0	0
RALGDS_ERBB2	0	1	0	0	0	0	0	0	0	0
RALGDS_ERBB3	0	1	0	0	0	0	0	0	0	0
RALGDS_FAIM	0	1	0	0	0	0	0	0	0	0
RALGDS_FHL2	0	1	0	0	0	0	0	0	0	0
RALGDS_FOXO3	0	1	0	0	0	0	0	0	0	0
RALGDS_GHR	0	1	0	0	0	0	0	0	0	0
RALGDS_GRN	0	1	0	0	0	0	0	0	0	0
RALGDS_GTF2A2	0	1	0	0	0	0	0	0	0	0
RALGDS_HS2ST1	0	1	0	0	0	0	0	0	0	0
RALGDS_ICAM3	0	1	0	0	0	0	0	0	0	0
RALGDS_IDE	0	1	0	0	0	0	0	0	0	0
RALGDS_IKBKB	0	1	0	0	0	0	0	0	0	0
RALGDS_IL1B	0	1	0	0	0	0	0	0	0	0
RALGDS_LSM6	0	1	0	0	0	0	0	0	0	0
RALGDS_MBOAT7	0	1	0	0	0	0	0	0	0	0
RALGDS_ME2	0	1	0	0	0	0	0	0	0	0
RALGDS_MOK	0	1	0	0	0	0	0	0	0	0
RALGDS_MYCBP2	0	1	0	0	0	0	0	0	0	0
RALGDS_NARFL	0	1	0	0	0	0	0	0	0	0
RALGDS_NIT1	0	1	0	0	0	0	0	0	0	0
RALGDS_NPC1	0	1	0	0	0	0	0	0	0	0
RALGDS_NR1H2	0	1	0	0	0	0	0	0	0	0
RALGDS_OXA1L	0	1	0	0	0	0	0	0	0	0
RALGDS_OXSR1	0	1	0	0	0	0	0	0	0	0
RALGDS_PAK1	0	1	0	0	0	0	0	0	0	0
RALGDS_PCMT1	0	1	0	0	0	0	0	0	0	0
RALGDS_PLA2G15	0	1	0	0	0	0	0	0	0	0
RALGDS_PTGS2	0	1	0	0	0	0	0	0	0	0
RALGDS_PTPN6	0	1	0	0	0	0	0	0	0	0
RALGDS_PTPRF	0	1	0	0	0	0	0	0	0	0
RALGDS_PTPRK	0	1	0	0	0	0	0	0	0	0
RALGDS_PWP1	0	1	0	0	0	0	0	0	0	0
RALGDS_PXN	0	1	0	0	0	0	0	0	0	0
RALGDS_PYGL	0	1	0	0	0	0	0	0	0	0
RALGDS_RB1	0	1	0	0	0	0	0	0	0	0
RALGDS_RBKS	0	1	0	0	0	0	0	0	0	0
RALGDS_SKP1	0	1	0	0	0	0	0	0	0	0
RALGDS_SLC1A4	0	1	0	0	0	0	0	0	0	0
RALGDS_SLC25A4	0	1	0	0	0	0	0	0	0	0
RALGDS_TIAM1	0	1	0	0	0	0	0	0	0	0
RALGDS_TRAP1	0	1	0	0	0	0	0	0	0	0
RALGDS_TRIM2	0	1	0	0	0	0	0	0	0	0
RALGDS_TSEN2	1	0	0	0	0	0	0	0	0	0
RALGDS_UBE2C	0	1	0	0	0	0	0	0	0	0
RALGDS_USP14	0	1	0	0	0	0	0	0	0	0
RALGDS_WFS1	0	1	0	0	0	0	0	0	0	0
RALGDS_ZMIZ1	0	1	0	0	0	0	0	0	0	0
RAP1GAP_ABL1	0	0	0	0	0	0	1	0	0	0
RAP1GAP_CDC42	0	0	0	0	0	0	1	0	0	0
RAP1GAP_CNDP2	0	0	0	0	0	0	1	0	0	0
RAP1GAP_CRKL	0	0	0	0	0	1	1	0	0	0
RAP1GAP_CSNK1E	0	0	0	0	0	0	1	0	0	0
RAP1GAP_DNM1	0	0	0	0	0	0	1	0	0	0
RAP1GAP_EBNA1BP2	0	0	0	0	0	0	0	1	0	0
RAP1GAP_GADD45A	0	0	0	0	0	0	1	0	0	0
RAP1GAP_GALE	1	0	0	0	0	0	0	0	0	0
RAP1GAP_IL13RA1	0	0	0	0	0	0	1	0	0	0
RAP1GAP_MACF1	0	0	0	0	0	0	0	1	0	0
RAP1GAP_MTF2	0	0	0	0	1	0	0	0	0	0
RAP1GAP_PRUNE	0	0	0	0	0	0	1	0	0	0
RAP1GAP_REEP5	0	0	0	0	0	0	1	0	0	0
RAP1GAP_RTN2	0	0	0	0	0	1	1	0	0	0
RAP1GAP_SLC25A46	1	1	0	1	1	0	0	0	1	0
RAP1GAP_SOCS2	0	0	0	1	0	0	0	0	0	0
RAP1GAP_STX4	0	0	0	0	0	0	1	0	0	0
RAP1GAP_TRAK2	1	0	0	0	0	0	0	0	0	0
RAP1GAP_USP6NL	0	0	0	0	0	0	1	0	0	0
RAP1GAP_WFS1	0	0	0	0	0	0	1	0	0	0
RAP1GAP_YKT6	0	0	0	0	0	0	1	0	0	0
RAP1GAP_ZDHHC6	0	0	0	0	0	0	1	0	0	0
RAP1GAP_ZNF318	0	0	0	0	0	0	1	0	0	0
RAP1GAP_ZNF395	0	0	0	0	0	0	1	0	0	0
RASA1_CCL2	1	1	0	0	0	0	0	0	0	0
RASA1_CENPE	0	1	0	0	0	0	0	0	0	0
RASA1_FAT1	0	0	0	1	0	0	0	0	0	0
RASA1_FBXO11	1	0	0	0	0	0	0	0	0	0
RASA1_FOS	0	0	0	0	0	0	0	0	0	1
RASA1_FOXO3	1	0	0	0	0	0	0	0	0	0
RASA1_GNAI1	1	0	0	0	0	0	0	0	0	0
RASA1_GNAI2	1	0	0	0	0	0	0	0	0	0
RASA1_MLEC	1	0	0	0	0	0	0	0	0	0
RASA1_MYCBP	1	1	0	0	0	0	0	0	0	1
RASA1_PHKG2	0	0	0	0	0	0	0	0	0	1
RASA1_PIK3C2B	0	0	0	1	0	0	0	0	0	0
RASA1_POLR1C	0	0	0	1	0	0	0	0	0	0
RASA1_PPOX	1	0	0	0	0	0	0	0	0	0
RASA1_PRKCD	0	0	0	1	0	0	0	0	0	0
RASA1_RFC5	0	0	0	1	0	0	0	0	0	0
RASA1_SKP1	0	0	0	1	0	0	0	0	0	0
RASA1_ST3GAL5	1	0	0	0	0	0	0	0	0	0
RASA1_TLE1	1	0	0	0	0	0	0	0	0	0
RASA1_YKT6	0	0	0	0	0	0	0	0	0	1
RB1_BIRC2	0	0	0	1	0	0	0	0	0	0
